resultId,raceId,driverId,constructorId,number
4404,225,54,22,3
4405,225,29,6,1
4406,225,56,1,7
4407,225,62,25,19
4408,225,43,27,9
4409,225,55,6,2
4410,225,63,27,10
4411,225,78,25,18
4412,225,82,18,20
4413,225,68,28,22
4414,225,83,17,12
4415,225,21,17,11
4416,225,48,15,15
4417,225,13,1,8
4418,225,64,15,14
4419,225,34,3,6
4420,225,76,22,4
4421,225,84,28,23
4422,225,72,29,16
4423,225,49,29,17
4424,225,57,18,21
4425,226,70,3,5
4426,226,34,3,6
4427,226,54,22,3
4428,226,21,17,11
4429,226,55,6,2
4430,226,49,29,17
4431,226,13,1,8
4432,226,43,27,9
4433,226,64,15,14
4434,226,84,28,23
4435,226,76,22,4
4436,226,29,6,1
4437,226,82,18,20
4438,226,62,25,19
4439,226,83,17,12
4440,226,57,18,21
4441,226,48,15,15
4442,226,63,27,10
4443,226,78,25,18
4444,226,72,29,16
4445,226,68,28,22
4446,226,56,1,7
4447,227,34,3,6
4448,227,29,6,1
4449,227,13,1,8
4450,227,70,3,5
4451,227,21,17,11
4452,227,83,17,12
4453,227,64,15,14
4454,227,56,1,7
4455,227,76,22,4
4456,227,63,27,10
4457,227,72,29,16
4458,227,82,18,20
4459,227,20,18,21
4460,227,62,25,19
4461,227,78,25,18
4462,227,48,15,15
4463,227,49,29,17
4464,227,43,27,9
4465,227,55,6,2
4466,227,54,22,3
4467,227,84,28,23
4468,227,68,28,22
4469,228,70,3,5
4470,228,29,6,1
4471,228,76,22,4
4472,228,55,6,2
4473,228,21,17,11
4474,228,54,22,3
4475,228,63,27,10
4476,228,56,1,7
4477,228,82,18,20
4478,228,68,28,22
4479,228,34,3,6
4480,228,43,27,9
4481,228,78,25,18
4482,228,13,1,8
4483,228,72,29,16
4484,228,49,29,17
4485,228,83,17,12
4486,228,48,15,15
4487,228,20,18,21
4488,228,64,15,14
4489,228,62,25,19
4490,228,84,28,23
4491,229,43,27,9
4492,229,13,1,8
4493,229,64,15,14
4494,229,48,15,15
4495,229,62,25,19
4496,229,56,1,7
4497,229,55,6,2
4498,229,34,3,6
4499,229,54,22,3
4500,229,68,28,22
4501,229,70,3,5
4502,229,83,17,12
4503,229,76,22,4
4504,229,63,27,10
4505,229,72,29,16
4506,229,78,25,18
4507,229,29,6,1
4508,229,21,17,11
4509,229,82,18,20
4510,229,20,18,21
4511,229,49,29,17
4512,229,84,28,23
4513,230,29,6,1
4514,230,54,22,3
4515,230,34,3,6
4516,230,48,15,15
4517,230,56,1,7
4518,230,63,27,10
4519,230,49,29,17
4520,230,21,17,11
4521,230,76,22,4
4522,230,64,15,14
4523,230,83,17,12
4524,230,62,25,19
4525,230,70,3,5
4526,230,78,25,18
4527,230,55,6,2
4528,230,43,27,9
4529,230,20,18,21
4530,230,13,1,8
4531,230,72,29,16
4532,230,82,18,20
4533,230,68,28,22
4534,230,84,28,23
4535,231,70,3,5
4536,231,34,3,6
4537,231,54,22,3
4538,231,13,1,8
4539,231,56,1,7
4540,231,83,17,12
4541,231,64,15,14
4542,231,20,18,21
4543,231,82,18,20
4544,231,68,28,22
4545,231,76,22,4
4546,231,29,6,1
4547,231,43,27,9
4548,231,62,25,19
4549,231,63,27,10
4550,231,21,17,11
4551,231,84,28,23
4552,231,48,15,15
4553,231,49,29,17
4554,231,72,29,16
4555,231,78,25,18
4556,231,55,6,2
4557,232,70,3,5
4558,232,34,3,6
4559,232,54,22,3
4560,232,76,22,4
4561,232,56,1,7
4562,232,13,1,8
4563,232,43,27,9
4564,232,83,17,12
4565,232,21,17,11
4566,232,62,25,19
4567,232,72,29,16
4568,232,82,18,20
4569,232,64,15,14
4570,232,48,15,15
4571,232,78,25,18
4572,232,68,28,22
4573,232,63,27,10
4574,232,49,29,17
4575,232,55,6,2
4576,232,20,18,21
4577,232,84,28,23
4578,232,29,6,1
4579,233,34,3,6
4580,233,76,22,4
4581,233,56,1,7
4582,233,21,17,11
4583,233,13,1,8
4584,233,83,17,12
4585,233,62,25,19
4586,233,48,15,15
4587,233,64,15,14
4588,233,49,29,17
4589,233,20,18,21
4590,233,54,22,3
4591,233,43,27,9
4592,233,63,27,10
4593,233,70,3,5
4594,233,82,18,20
4595,233,72,29,16
4596,233,78,25,18
4597,233,55,6,2
4598,233,29,6,1
4599,233,84,28,23
4600,233,68,28,22
4601,234,70,3,5
4602,234,54,22,3
4603,234,34,3,6
4604,234,29,6,1
4605,234,13,1,8
4606,234,21,17,11
4607,234,43,27,9
4608,234,48,15,15
4609,234,62,25,19
4610,234,83,17,12
4611,234,72,29,16
4612,234,82,18,20
4613,234,76,22,4
4614,234,55,6,2
4615,234,64,15,14
4616,234,63,27,10
4617,234,78,25,18
4618,234,56,1,7
4619,234,49,29,17
4620,234,85,18,21
4621,235,34,3,6
4622,235,70,3,5
4623,235,54,22,3
4624,235,56,1,7
4625,235,43,27,9
4626,235,21,17,11
4627,235,78,25,18
4628,235,72,29,16
4629,235,29,6,1
4630,235,85,18,21
4631,235,76,22,4
4632,235,48,15,15
4633,235,64,15,14
4634,235,55,6,2
4635,235,82,18,20
4636,235,13,1,8
4637,235,49,29,17
4638,235,83,17,12
4639,235,63,27,10
4640,235,62,25,19
4641,236,29,6,1
4642,236,34,3,6
4643,236,56,1,7
4644,236,54,22,3
4645,236,70,3,5
4646,236,76,22,4
4647,236,62,25,19
4648,236,78,25,18
4649,236,72,29,16
4650,236,82,18,20
4651,236,13,1,8
4652,236,83,17,12
4653,236,55,6,2
4654,236,21,17,11
4655,236,63,27,10
4656,236,49,29,17
4657,236,48,15,15
4658,236,64,15,14
4659,236,43,27,9
4660,236,85,18,21
4661,237,29,6,1
4662,237,54,22,3
4663,237,56,1,7
4664,237,83,17,12
4665,237,21,17,11
4666,237,63,27,10
4667,237,34,3,6
4668,237,49,29,17
4669,237,64,15,14
4670,237,78,25,18
4671,237,72,29,16
4672,237,55,6,2
4673,237,82,18,20
4674,237,62,25,19
4675,237,48,15,15
4676,237,70,3,5
4677,237,85,18,21
4678,237,76,22,4
4679,237,43,27,9
4680,237,13,1,8
4681,238,34,3,6
4682,238,70,3,5
4683,238,29,6,1
4684,238,54,22,3
4685,238,55,6,2
4686,238,76,22,4
4687,238,48,15,15
4688,238,64,15,14
4689,238,83,17,12
4690,238,43,27,9
4691,238,62,25,19
4692,238,78,25,18
4693,238,13,1,8
4694,238,72,29,16
4695,238,85,18,21
4696,238,82,18,20
4697,238,56,1,7
4698,238,49,29,17
4699,238,63,27,10
4700,238,21,17,11
4701,239,70,3,5
4702,239,29,6,1
4703,239,56,1,7
4704,239,76,22,4
4705,239,83,17,12
4706,239,48,15,15
4707,239,43,27,9
4708,239,13,1,8
4709,239,21,17,11
4710,239,64,15,14
4711,239,49,29,17
4712,239,82,18,20
4713,239,72,29,16
4714,239,55,6,2
4715,239,78,25,18
4716,239,34,3,6
4717,239,62,25,19
4718,239,63,27,10
4719,239,54,22,3
4720,239,85,18,21
4721,240,29,22,1
4722,240,13,3,6
4723,240,76,6,28
4724,240,56,1,8
4725,240,54,6,27
4726,240,86,1,7
4727,240,62,25,4
4728,240,87,27,25
4729,240,84,30,17
4730,240,63,28,21
4731,240,80,29,9
4732,240,88,29,10
4733,240,68,18,24
4734,240,89,28,22
4735,240,90,15,29
4736,240,70,3,5
4737,240,64,22,2
4738,240,91,30,16
4739,240,21,17,14
4740,240,49,31,12
4741,240,78,25,3
4742,240,55,17,15
4743,240,92,31,11
4744,240,48,15,30
4745,240,43,27,26
4746,240,93,18,23
4747,241,70,3,5
4748,241,54,6,27
4749,241,29,22,1
4750,241,64,22,2
4751,241,48,15,30
4752,241,76,6,28
4753,241,43,27,26
4754,241,78,25,3
4755,241,92,31,11
4756,241,63,28,21
4757,241,89,28,22
4758,241,62,25,4
4759,241,87,27,25
4760,241,93,18,23
4761,241,80,29,9
4762,241,88,29,10
4763,241,21,17,14
4764,241,49,31,12
4765,241,13,3,6
4766,241,86,1,7
4767,241,55,17,15
4768,241,84,30,17
4769,241,56,1,8
4770,241,91,30,16
4771,241,90,15,29
4772,241,68,18,24
4773,242,70,3,5
4774,242,54,6,27
4775,242,76,6,28
4776,242,13,3,6
4777,242,56,1,8
4778,242,48,15,30
4779,242,64,22,2
4780,242,55,17,15
4781,242,43,27,26
4782,242,94,1,7
4783,242,87,27,25
4784,242,93,18,23
4785,242,80,29,9
4786,242,68,18,24
4787,242,63,28,21
4788,242,89,28,22
4789,242,90,15,29
4790,242,91,30,16
4791,242,92,31,11
4792,242,21,17,14
4793,242,78,25,3
4794,242,62,25,4
4795,242,84,30,17
4796,242,49,31,12
4797,242,88,29,10
4798,242,29,22,1
4799,243,29,22,1
4800,243,64,22,2
4801,243,76,6,28
4802,243,70,3,5
4803,243,55,17,15
4804,243,43,27,26
4805,243,21,17,14
4806,243,48,15,30
4807,243,83,27,25
4808,243,62,25,4
4809,243,80,29,9
4810,243,49,31,12
4811,243,90,15,29
4812,243,93,18,23
4813,243,92,31,11
4814,243,78,25,3
4815,243,13,3,6
4816,243,56,1,8
4817,243,88,29,10
4818,243,91,30,16
4819,243,89,28,22
4820,243,54,6,27
4821,243,68,18,24
4822,243,94,1,7
4823,243,63,28,21
4824,243,84,30,17
4825,244,29,22,1
4826,244,70,3,5
4827,244,76,6,28
4828,244,64,22,2
4829,244,86,1,7
4830,244,48,15,30
4831,244,93,18,23
4832,244,95,15,29
4833,244,80,29,9
4834,244,63,28,21
4835,244,68,18,24
4836,244,43,27,26
4837,244,62,25,4
4838,244,21,17,14
4839,244,91,30,16
4840,244,54,6,27
4841,244,83,27,25
4842,244,88,29,10
4843,244,78,25,3
4844,244,84,30,17
4845,244,55,17,15
4846,244,13,3,6
4847,244,89,28,22
4848,244,56,1,8
4849,244,49,31,12
4850,244,92,31,11
4851,245,54,6,27
4852,245,21,17,14
4853,245,55,17,15
4854,245,43,27,26
4855,245,29,22,1
4856,245,80,29,9
4857,245,62,25,4
4858,245,68,18,24
4859,245,88,29,10
4860,245,83,27,25
4861,245,76,6,28
4862,245,93,18,23
4863,245,89,28,22
4864,245,70,3,5
4865,245,86,1,7
4866,245,78,25,3
4867,245,91,30,16
4868,245,48,15,30
4869,245,63,28,21
4870,245,95,15,29
4871,245,84,30,17
4872,245,13,3,6
4873,245,64,22,2
4874,245,56,1,8
4875,246,29,22,1
4876,246,70,3,5
4877,246,13,3,6
4878,246,83,27,25
4879,246,54,6,27
4880,246,21,17,14
4881,246,56,1,8
4882,246,43,27,26
4883,246,55,17,15
4884,246,48,15,30
4885,246,86,1,7
4886,246,76,6,28
4887,246,68,18,24
4888,246,80,29,9
4889,246,62,25,4
4890,246,89,28,22
4891,246,84,30,17
4892,246,95,15,29
4893,246,91,30,16
4894,246,93,18,23
4895,246,64,22,2
4896,246,88,29,10
4897,246,78,25,3
4898,246,63,28,21
4899,247,64,22,2
4900,247,54,6,27
4901,247,13,3,6
4902,247,43,27,26
4903,247,86,1,7
4904,247,48,15,30
4905,247,93,18,23
4906,247,62,25,4
4907,247,95,15,29
4908,247,68,18,24
4909,247,21,17,14
4910,247,91,30,16
4911,247,89,28,22
4912,247,29,22,1
4913,247,70,3,5
4914,247,96,29,9
4915,247,78,25,3
4916,247,84,30,17
4917,247,56,1,8
4918,247,76,6,28
4919,247,83,27,25
4920,247,88,29,10
4921,247,63,28,21
4922,247,55,17,15
4923,248,29,22,1
4924,248,13,3,6
4925,248,76,6,28
4926,248,64,22,2
4927,248,95,15,29
4928,248,87,27,25
4929,248,78,25,3
4930,248,84,30,17
4931,248,55,17,15
4932,248,56,1,8
4933,248,48,15,30
4934,248,68,18,24
4935,248,85,30,16
4936,248,89,28,22
4937,248,21,17,14
4938,248,86,1,7
4939,248,43,27,26
4940,248,54,6,27
4941,248,93,18,23
4942,248,88,29,10
4943,248,63,28,21
4944,248,70,3,5
4945,248,62,25,4
4946,248,96,29,9
4947,249,70,3,5
4948,249,13,3,6
4949,249,76,6,28
4950,249,64,22,2
4951,249,48,15,30
4952,249,43,27,26
4953,249,21,17,14
4954,249,68,18,24
4955,249,82,18,23
4956,249,95,15,29
4957,249,29,22,1
4958,249,84,30,17
4959,249,55,17,15
4960,249,83,27,25
4961,249,62,25,4
4962,249,86,1,7
4963,249,78,25,3
4964,249,96,29,9
4965,249,54,6,27
4966,249,63,28,21
4967,249,88,29,10
4968,249,89,28,22
4969,249,85,30,16
4970,249,56,1,8
4971,250,29,22,1
4972,250,70,3,5
4973,250,83,27,25
4974,250,48,15,30
4975,250,86,1,7
4976,250,21,17,14
4977,250,64,22,2
4978,250,62,25,4
4979,250,43,27,26
4980,250,82,18,23
4981,250,95,15,29
4982,250,88,29,10
4983,250,63,28,21
4984,250,89,28,22
4985,250,78,25,3
4986,250,85,30,16
4987,250,68,18,24
4988,250,76,6,28
4989,250,55,17,15
4990,250,96,29,9
4991,250,84,30,17
4992,250,13,3,6
4993,250,54,6,27
4994,250,56,1,8
4995,251,64,22,2
4996,251,56,1,8
4997,251,48,15,30
4998,251,86,1,7
4999,251,62,25,4
5000,251,95,15,29
5001,251,96,29,9
5002,251,88,29,10
5003,251,63,28,21
5004,251,78,25,3
5005,251,54,6,27
5006,251,21,17,14
5007,251,55,17,15
5008,251,76,6,28
5009,251,68,18,24
5010,251,29,22,1
5011,251,70,3,5
5012,251,43,27,26
5013,251,13,3,6
5014,251,83,27,25
5015,251,85,30,16
5016,251,82,18,23
5017,251,84,30,17
5018,251,89,28,22
5019,252,13,3,6
5020,252,29,22,1
5021,252,70,3,5
5022,252,76,6,28
5023,252,54,6,27
5024,252,48,15,30
5025,252,64,22,2
5026,252,83,27,25
5027,252,86,1,7
5028,252,55,17,15
5029,252,21,17,14
5030,252,95,15,29
5031,252,62,25,4
5032,252,68,18,24
5033,252,88,29,10
5034,252,63,28,21
5035,252,89,28,22
5036,252,84,30,17
5037,252,56,1,8
5038,252,97,30,16
5039,252,43,27,26
5040,252,82,18,23
5041,252,78,25,3
5042,252,96,29,9
5043,253,29,22,1
5044,253,54,6,27
5045,253,13,3,6
5046,253,21,17,14
5047,253,64,22,2
5048,253,55,17,15
5049,253,83,27,25
5050,253,56,1,8
5051,253,82,18,23
5052,253,62,25,4
5053,253,68,18,24
5054,253,96,29,9
5055,253,63,28,21
5056,253,98,25,3
5057,253,97,30,16
5058,253,70,3,5
5059,253,84,30,17
5060,253,95,15,29
5061,253,76,6,28
5062,253,89,28,22
5063,253,48,15,30
5064,253,43,27,26
5065,253,86,1,7
5066,253,88,29,10
5067,254,29,22,1
5068,254,13,3,6
5069,254,70,3,5
5070,254,76,6,28
5071,254,54,6,27
5072,254,64,22,2
5073,254,48,15,30
5074,254,43,27,26
5075,254,86,1,7
5076,254,75,1,8
5077,254,55,17,15
5078,254,62,25,4
5079,254,82,18,23
5080,254,78,25,3
5081,254,68,18,24
5082,254,89,28,22
5083,254,63,28,21
5084,254,21,17,14
5085,254,80,29,9
5086,254,88,29,10
5087,254,84,30,17
5088,254,87,27,25
5089,254,95,15,29
5090,254,91,30,16
5091,255,29,22,1
5092,255,56,1,8
5093,255,64,22,2
5094,255,55,17,15
5095,255,43,27,26
5096,255,62,25,4
5097,255,86,1,7
5098,255,48,15,30
5099,255,68,18,24
5100,255,90,15,29
5101,255,82,18,23
5102,255,88,29,10
5103,255,70,3,5
5104,255,13,3,6
5105,255,63,28,21
5106,255,54,6,27
5107,255,84,30,17
5108,255,76,6,28
5109,255,21,17,14
5110,255,78,25,3
5111,255,91,30,16
5112,255,89,28,22
5113,255,80,29,9
5114,255,87,27,25
5115,256,70,3,5
5116,256,43,27,26
5117,256,80,29,9
5118,256,86,1,7
5119,256,62,25,4
5120,256,82,18,23
5121,256,63,28,21
5122,256,91,30,16
5123,256,78,25,3
5124,256,64,22,2
5125,256,55,17,15
5126,256,48,15,30
5127,256,76,6,28
5128,256,83,27,25
5129,256,29,22,1
5130,256,54,6,27
5131,256,89,28,22
5132,256,21,17,14
5133,256,13,3,6
5134,256,88,29,10
5135,256,90,15,29
5136,256,84,30,17
5137,256,68,18,24
5138,256,56,1,8
5139,257,29,22,5
5140,257,70,3,0
5141,257,54,6,27
5142,257,21,17,14
5143,257,78,25,3
5144,257,90,15,29
5145,257,64,32,12
5146,257,93,18,23
5147,257,99,33,20
5148,257,82,32,11
5149,257,43,27,26
5150,257,100,31,31
5151,257,101,3,2
5152,257,83,1,8
5153,257,55,17,15
5154,257,49,22,6
5155,257,102,27,25
5156,257,86,25,4
5157,257,103,29,9
5158,257,48,15,30
5159,257,56,1,7
5160,257,104,18,24
5161,257,80,29,10
5162,257,76,6,28
5163,257,105,33,19
5164,257,91,30,34
5165,257,106,31,32
5166,257,107,30,33
5167,258,29,22,5
5168,258,76,6,28
5169,258,21,17,14
5170,258,103,29,9
5171,258,48,15,30
5172,258,99,33,20
5173,258,64,32,12
5174,258,82,32,11
5175,258,43,27,26
5176,258,102,27,25
5177,258,106,31,32
5178,258,80,29,10
5179,258,90,15,29
5180,258,104,18,24
5181,258,83,1,8
5182,258,93,18,23
5183,258,49,22,6
5184,258,70,3,0
5185,258,87,17,15
5186,258,78,25,3
5187,258,56,1,7
5188,258,105,33,19
5189,258,100,31,31
5190,258,101,3,2
5191,258,77,6,27
5192,258,86,25,4
5193,258,91,30,34
5194,258,107,30,33
5195,259,29,22,5
5196,259,77,6,27
5197,259,56,1,7
5198,259,90,15,29
5199,259,78,25,3
5200,259,70,3,0
5201,259,48,15,30
5202,259,83,1,8
5203,259,86,25,4
5204,259,64,32,12
5205,259,43,27,26
5206,259,102,27,25
5207,259,103,29,9
5208,259,109,17,15
5209,259,104,18,24
5210,259,80,29,10
5211,259,93,18,23
5212,259,100,31,31
5213,259,91,30,34
5214,259,105,33,19
5215,259,76,6,28
5216,259,101,3,2
5217,259,99,33,20
5218,259,108,22,6
5219,259,82,32,11
5220,259,106,31,32
5221,259,21,17,14
5222,259,107,30,33
5223,260,29,22,5
5224,260,83,1,8
5225,260,76,6,28
5226,260,109,17,15
5227,260,54,6,27
5228,260,104,18,24
5229,260,108,22,6
5230,260,105,33,19
5231,260,43,27,26
5232,260,99,33,20
5233,260,82,32,11
5234,260,64,32,12
5235,260,107,30,33
5236,260,91,30,34
5237,260,103,29,9
5238,260,100,31,31
5239,260,86,25,4
5240,260,78,25,3
5241,260,102,27,25
5242,260,21,17,14
5243,260,56,1,7
5244,260,70,3,0
5245,260,80,29,10
5246,260,93,18,23
5247,260,48,15,30
5248,260,90,15,29
5249,261,70,3,0
5250,261,29,22,5
5251,261,86,25,4
5252,261,54,6,27
5253,261,93,18,23
5254,261,55,17,15
5255,261,43,27,26
5256,261,102,27,25
5257,261,69,32,11
5258,261,100,31,31
5259,261,83,1,8
5260,261,108,22,6
5261,261,56,1,7
5262,261,64,32,12
5263,261,21,17,14
5264,261,103,29,9
5265,261,13,3,2
5266,261,91,30,34
5267,261,76,6,28
5268,261,80,29,10
5269,261,48,15,30
5270,261,99,33,20
5271,261,78,25,3
5272,261,104,18,24
5273,261,107,30,33
5274,261,105,33,19
5275,261,84,31,32
5276,262,29,22,5
5277,262,70,3,0
5278,262,54,6,27
5279,262,76,6,28
5280,262,13,3,2
5281,262,108,22,6
5282,262,21,17,14
5283,262,64,32,12
5284,262,93,18,23
5285,262,86,25,4
5286,262,104,18,24
5287,262,43,27,26
5288,262,102,27,25
5289,262,100,31,31
5290,262,69,32,11
5291,262,103,29,9
5292,262,56,1,7
5293,262,105,33,19
5294,262,80,29,10
5295,262,91,30,34
5296,262,99,33,20
5297,262,78,25,3
5298,262,55,17,15
5299,262,109,15,29
5300,262,48,15,30
5301,262,83,1,8
5302,262,107,30,33
5303,263,29,22,5
5304,263,70,3,0
5305,263,76,6,28
5306,263,48,15,30
5307,263,93,18,23
5308,263,109,15,29
5309,263,64,32,12
5310,263,103,29,9
5311,263,110,31,32
5312,263,86,25,4
5313,263,99,33,20
5314,263,78,25,3
5315,263,56,1,7
5316,263,94,3,2
5317,263,54,6,27
5318,263,21,17,14
5319,263,102,27,25
5320,263,105,33,19
5321,263,83,1,8
5322,263,80,29,10
5323,263,43,27,26
5324,263,100,31,31
5325,263,49,22,6
5326,263,55,17,15
5327,263,104,18,24
5328,263,69,32,11
5329,263,107,30,33
5330,263,91,30,34
5331,264,70,3,0
5332,264,54,6,27
5333,264,56,1,7
5334,264,21,17,14
5335,264,13,3,2
5336,264,78,25,3
5337,264,48,15,30
5338,264,49,22,6
5339,264,103,29,9
5340,264,93,18,23
5341,264,64,32,12
5342,264,43,27,26
5343,264,102,27,25
5344,264,105,33,19
5345,264,100,31,31
5346,264,110,31,32
5347,264,29,22,5
5348,264,104,18,24
5349,264,76,6,28
5350,264,86,25,4
5351,264,99,33,20
5352,264,109,15,29
5353,264,80,29,10
5354,264,69,32,11
5355,264,83,1,8
5356,264,55,17,15
5357,264,91,30,34
5358,264,107,30,33
5359,265,76,6,28
5360,265,43,27,26
5361,265,102,27,25
5362,265,103,29,9
5363,265,80,29,10
5364,265,99,33,20
5365,265,105,33,19
5366,265,70,3,0
5367,265,110,31,32
5368,265,100,31,31
5369,265,29,22,5
5370,265,83,1,8
5371,265,13,3,2
5372,265,49,22,6
5373,265,78,25,3
5374,265,54,6,27
5375,265,86,25,4
5376,265,56,1,7
5377,265,48,15,30
5378,265,55,17,15
5379,265,21,17,14
5380,265,64,32,12
5381,265,109,15,29
5382,265,93,18,23
5383,265,69,32,11
5384,265,104,18,24
5385,265,91,30,34
5386,265,107,30,33
5387,266,29,22,5
5388,266,70,3,0
5389,266,49,22,6
5390,266,83,1,8
5391,266,86,25,4
5392,266,43,27,26
5393,266,104,18,24
5394,266,99,33,20
5395,266,105,33,19
5396,266,102,27,25
5397,266,100,31,31
5398,266,76,6,28
5399,266,69,32,11
5400,266,103,29,9
5401,266,13,3,2
5402,266,54,6,27
5403,266,93,18,23
5404,266,48,15,30
5405,266,64,32,12
5406,266,109,15,29
5407,266,80,29,10
5408,266,111,1,7
5409,266,110,31,32
5410,266,78,25,3
5411,266,55,17,15
5412,266,21,17,14
5413,266,91,30,34
5414,266,107,30,33
5415,267,70,3,0
5416,267,56,1,7
5417,267,49,22,6
5418,267,13,3,2
5419,267,86,25,4
5420,267,80,29,10
5421,267,43,27,26
5422,267,93,18,23
5423,267,104,18,24
5424,267,102,27,25
5425,267,110,31,32
5426,267,64,32,12
5427,267,55,17,15
5428,267,29,22,5
5429,267,103,29,9
5430,267,100,31,31
5431,267,109,15,29
5432,267,83,1,8
5433,267,21,17,14
5434,267,78,25,3
5435,267,112,32,11
5436,267,76,6,28
5437,267,111,33,19
5438,267,48,15,30
5439,267,99,33,20
5440,267,54,6,27
5441,267,91,30,34
5442,267,107,30,33
5443,268,70,3,0
5444,268,76,6,28
5445,268,56,1,7
5446,268,21,17,14
5447,268,83,1,8
5448,268,13,3,2
5449,268,102,27,25
5450,268,99,33,20
5451,268,108,22,5
5452,268,43,27,26
5453,268,100,31,31
5454,268,78,25,3
5455,268,103,29,9
5456,268,55,17,15
5457,268,86,25,4
5458,268,93,18,23
5459,268,104,18,24
5460,268,48,15,30
5461,268,109,15,29
5462,268,110,31,32
5463,268,113,33,19
5464,268,54,6,27
5465,268,64,32,12
5466,268,49,22,6
5467,268,69,32,11
5468,268,80,29,10
5469,268,91,30,34
5470,268,107,30,33
5471,269,70,3,0
5472,269,13,3,2
5473,269,56,1,7
5474,269,21,17,14
5475,269,49,22,6
5476,269,83,1,8
5477,269,55,17,15
5478,269,103,29,9
5479,269,80,29,10
5480,269,102,27,25
5481,269,64,32,12
5482,269,93,18,23
5483,269,104,18,24
5484,269,113,33,19
5485,269,110,31,32
5486,269,112,32,11
5487,269,43,27,26
5488,269,86,25,4
5489,269,108,22,5
5490,269,109,15,29
5491,269,54,6,27
5492,269,100,31,31
5493,269,48,15,30
5494,269,99,33,20
5495,269,78,25,3
5496,269,76,6,28
5497,269,91,30,34
5498,269,107,30,33
5499,270,29,22,5
5500,270,70,3,0
5501,270,56,1,7
5502,270,55,17,15
5503,270,76,6,28
5504,270,48,15,30
5505,270,78,25,3
5506,270,64,27,25
5507,270,43,27,26
5508,270,54,6,27
5509,270,80,29,10
5510,270,21,17,14
5511,270,86,25,4
5512,270,104,18,24
5513,270,93,18,23
5514,270,69,32,12
5515,270,103,29,9
5516,270,102,32,11
5517,270,92,31,32
5518,270,94,3,2
5519,270,100,31,31
5520,270,109,15,29
5521,270,99,33,20
5522,270,49,22,6
5523,270,114,33,19
5524,270,83,1,8
5525,270,91,30,34
5526,270,107,30,33
5527,271,70,3,0
5528,271,29,22,5
5529,271,54,6,27
5530,271,94,3,2
5531,271,55,17,15
5532,271,48,15,30
5533,271,56,1,7
5534,271,103,29,9
5535,271,99,33,20
5536,271,62,32,11
5537,271,43,27,26
5538,271,100,31,31
5539,271,69,32,12
5540,271,86,25,4
5541,271,21,17,14
5542,271,83,1,8
5543,271,80,29,10
5544,271,76,6,28
5545,271,115,27,25
5546,271,93,18,23
5547,271,104,18,24
5548,271,64,22,6
5549,271,78,25,3
5550,271,88,31,32
5551,271,108,15,29
5552,271,114,33,19
5553,271,91,30,34
5554,271,107,30,33
5555,272,94,3,2
5556,272,76,6,28
5557,272,83,1,8
5558,272,21,17,14
5559,272,43,27,26
5560,272,54,6,27
5561,272,48,15,30
5562,272,103,29,9
5563,272,93,18,23
5564,272,108,15,29
5565,272,115,27,25
5566,272,56,1,7
5567,272,104,18,24
5568,272,86,25,4
5569,272,97,33,20
5570,272,62,32,11
5571,272,100,31,31
5572,272,69,32,12
5573,272,70,3,0
5574,272,29,22,5
5575,272,92,31,32
5576,272,78,25,3
5577,272,114,33,19
5578,272,80,29,10
5579,272,55,17,15
5580,272,64,22,6
5581,272,91,30,34
5582,272,107,30,33
5583,273,116,3,2
5584,273,101,1,8
5585,273,86,27,26
5586,273,103,18,23
5587,273,108,15,30
5588,273,76,6,28
5589,273,117,29,9
5590,273,83,27,25
5591,273,104,26,21
5592,273,99,33,20
5593,273,118,22,6
5594,273,29,22,5
5595,273,64,32,12
5596,273,90,15,29
5597,273,21,17,14
5598,273,54,6,27
5599,273,111,33,19
5600,273,119,18,24
5601,273,87,29,10
5602,273,68,26,22
5603,273,70,3,0
5604,273,69,32,11
5605,273,120,1,7
5606,273,121,17,15
5607,273,78,25,3
5608,273,109,25,4
5609,274,101,1,8
5610,274,70,3,0
5611,274,29,22,5
5612,274,64,32,12
5613,274,86,27,26
5614,274,69,32,11
5615,274,111,33,19
5616,274,54,6,27
5617,274,117,29,9
5618,274,99,33,20
5619,274,104,26,21
5620,274,68,26,22
5621,274,90,15,29
5622,274,108,15,30
5623,274,109,25,4
5624,274,116,3,2
5625,274,103,18,23
5626,274,87,29,10
5627,274,78,25,3
5628,274,21,17,14
5629,274,118,22,6
5630,274,120,1,7
5631,274,76,6,28
5632,274,83,27,25
5633,274,119,18,24
5634,274,121,17,15
5635,275,101,1,8
5636,275,70,3,0
5637,275,116,3,2
5638,275,64,32,12
5639,275,118,22,6
5640,275,119,18,24
5641,275,103,18,23
5642,275,69,32,11
5643,275,99,33,20
5644,275,21,17,14
5645,275,104,26,21
5646,275,117,29,9
5647,275,122,17,15
5648,275,109,25,4
5649,275,54,6,27
5650,275,87,29,10
5651,275,111,33,19
5652,275,29,22,5
5653,275,86,27,26
5654,275,76,6,28
5655,275,108,15,30
5656,275,78,25,3
5657,275,83,27,25
5658,275,90,15,29
5659,275,120,1,7
5660,275,68,26,22
5661,276,116,3,2
5662,276,29,22,5
5663,276,83,27,25
5664,276,108,15,30
5665,276,111,33,19
5666,276,119,18,24
5667,276,68,26,22
5668,276,64,32,12
5669,276,87,29,10
5670,276,69,32,11
5671,276,90,15,29
5672,276,101,1,8
5673,276,54,6,27
5674,276,103,18,23
